word,happiness_average,happiness_rank,happiness_standard_deviation
cloth,5.94,2903,1.1256
delicate,5.94,2904,1.5331
echoes,5.94,2905,1.3135
geography,5.94,2906,1.4202
processing,5.94,2907,1.4055
swinging,5.94,2908,1.4055
1970's,5.92,2909,1.6517
aides,5.92,2910,1.3827
bank,5.92,2911,1.6268
banks,5.92,2912,1.2428
beer,5.92,2913,2.3891
boobs,5.92,2914,2.1366
capital,5.92,2915,1.2428
chapters,5.92,2916,1.1753
chicks,5.92,2917,1.8499
chiefs,5.92,2918,1.3974
christianity,5.92,2919,2.2663
citizen,5.92,2920,1.3827
collections,5.92,2921,1.6517
conclude,5.92,2922,1.3827
constant,5.92,2923,1.14
covered,5.92,2924,1.0069
devices,5.92,2925,1.1753
diagram,5.92,2926,1.2095
directors,5.92,2927,1.3827
doubtless,5.92,2928,1.5365
equity,5.92,2929,1.6762
fields,5.92,2930,1.2428
florence,5.92,2931,1.8609
forecast,5.92,2932,1.122
get,5.92,2933,1.085
group,5.92,2934,1.2095
guy,5.92,2935,1.3377
hah,5.92,2936,1.664
harvard,5.92,2937,1.7825
historic,5.92,2938,1.5758
i,5.92,2939,1.3377
laboratory,5.92,2940,1.7124
linux,5.92,2941,1.5628
opens,5.92,2942,1.2752
orlando,5.92,2943,1.4119
pants,5.92,2944,1.14
patterns,5.92,2945,1.066
private,5.92,2946,1.3529
publishing,5.92,2947,1.1753
raining,5.92,2948,2.165
residential,5.92,2949,1.4405
retirement,5.92,2950,2.1174
runnin,5.92,2951,1.4546
salon,5.92,2952,1.3679
sends,5.92,2953,0.9223
shorts,5.92,2954,1.2591
shown,5.92,2955,1.066
skinny,5.92,2956,1.5232
solid,5.92,2957,1.122
stoked,5.92,2958,1.7004
substantially,5.92,2959,1.3068
teen,5.92,2960,1.9361
theatrical,5.92,2961,1.2752
toyota,5.92,2962,1.4824
translated,5.92,2963,1.085
tribe,5.92,2964,1.3679
umbrella,5.92,2965,1.2911
vienna,5.92,2966,1.771
views,5.92,2967,1.0069
viva,5.92,2968,1.7124
washed,5.92,2969,1.5497
wholly,5.92,2970,1.14
alternatives,5.92,2971,1.4696
applies,5.92,2972,1.336
generated,5.92,2973,1.2884
merchant,5.92,2974,1.1518
missionary,5.92,2975,1.9022
vine,5.92,2976,1.2721
vive,5.91,2977,1.3416
add,5.9,2978,0.9742
addition,5.9,2979,1.2976
alike,5.9,2980,1.5152
attributed,5.9,2981,1.4321
blu-ray,5.9,2982,1.3887
both,5.9,2983,1.0351
brought,5.9,2984,1.3286
buyers,5.9,2985,1.165
chillin,5.9,2986,1.6933
co-op,5.9,2987,1.3439
conception,5.9,2988,1.3286
conclusions,5.9,2989,1.2164
considered,5.9,2990,1.0738
daughter-in-law,5.9,2991,1.5551
diaries,5.9,2992,1.3887
dividend,5.9,2993,1.8979
doe,5.9,2994,1.6444
establish,5.9,2995,1.5152
exist,5.9,2996,1.6812
existence,5.9,2997,1.2495
expect,5.9,2998,0.9742
fact,5.9,2999,1.3286
featured,5.9,3000,1.0738
feel,5.9,3001,1.1294
gin,5.9,3002,1.8098
grew,5.9,3003,1.3286
hand,5.9,3004,1.0738
hosting,5.9,3005,1.3887
legacy,5.9,3006,1.6067
letters,5.9,3007,1.4178
lip,5.9,3008,1.0738
lolz,5.9,3009,1.5551
magazine,5.9,3010,1.669
majority,5.9,3011,1.1112
mall,5.9,3012,1.4033
man,5.9,3013,1.4033
modest,5.9,3014,1.4178
naked,5.9,3015,2.2879
neighbors,5.9,3016,1.594
nokia,5.9,3017,1.374
notebook,5.9,3018,1.3887
now,5.9,3019,1.374
pass,5.9,3020,1.4321
peak,5.9,3021,1.594
permit,5.9,3022,0.9742
personally,5.9,3023,1.0738
planes,5.9,3024,1.6812
ratings,5.9,3025,1.2657
recording,5.9,3026,1.1473
replies,5.9,3027,0.953
results,5.9,3028,1.374
retail,5.9,3029,1.0351
scenes,5.9,3030,1.2164
scores,5.9,3031,1.1294
seattle,5.9,3032,1.2657
settlement,5.9,3033,1.5017
speak,5.9,3034,1.2164
stanford,5.9,3035,1.7642
strategic,5.9,3036,1.4743
symbols,5.9,3037,1.1112
talked,5.9,3038,1.2657
thousand,5.9,3039,0.8631
twenty,5.9,3040,1.0546
winter,5.9,3041,2.1783
yeah,5.9,3042,1.1473
angle,5.9,3043,1.3578
bun,5.9,3044,1.3881
displayed,5.9,3045,1.1039
dolly,5.9,3046,1.3423
illustrate,5.9,3047,1.4895
pockets,5.9,3048,1.4178
puppet,5.9,3049,1.7588
sensory,5.9,3050,1.3423
grande,5.9,3051,1.4621
mixture,5.9,3052,1.2071
myth,5.9,3053,1.4178
admiral,5.89,3054,1.4024
intensity,5.89,3055,1.3061
access,5.88,3056,1.2558
adobe,5.88,3057,1.2395
airport,5.88,3058,1.8477
allied,5.88,3059,1.1542
applications,5.88,3060,1.0622
architects,5.88,3061,1.3797
audio,5.88,3062,1.8805
austria,5.88,3063,1.2879
celeb,5.88,3064,1.4658
chosen,5.88,3065,1.1183
city's,5.88,3066,1.272
coordinator,5.88,3067,1.0622
cyber,5.88,3068,1.4797
deserves,5.88,3069,1.8913
distinguish,5.88,3070,1.409
drivin,5.88,3071,1.4234
entire,5.88,3072,1.1183
evidently,5.88,3073,1.3498
expanded,5.88,3074,1.1542
feedback,5.88,3075,0.9613
field,5.88,3076,1.1891
flew,5.88,3077,1.599
founder,5.88,3078,1.1183
hip,5.88,3079,1.3797
includes,5.88,3080,1.5205
keeps,5.88,3081,1.3192
leaders,5.88,3082,1.3192
lmaooo,5.88,3083,2.0368
mary,5.88,3084,1.409
mood,5.88,3085,1.6368
mrs,5.88,3086,1.409
october,5.88,3087,1.4234
organism,5.88,3088,1.2061
outlook,5.88,3089,1.1891
philharmonic,5.88,3090,1.5732
physical,5.88,3091,1.2229
poland,5.88,3092,1.3346
primary,5.88,3093,1.1183
printed,5.88,3094,0.9613
privacy,5.88,3095,2.1537
pro,5.88,3096,1.3192
producer,5.88,3097,1.3649
railroad,5.88,3098,1.3649
researchers,5.88,3099,1.3944
scout,5.88,3100,1.0999
sequence,5.88,3101,1.3192
sovereign,5.88,3102,1.3801
speaking,5.88,3103,1.1183
sustained,5.88,3104,1.409
town,5.88,3105,1.5338
twilight,5.88,3106,1.9128
victoria,5.88,3107,1.2395
weather,5.88,3108,1.5205
whole,5.88,3109,1.3346
yeh,5.88,3110,1.5602
pun,5.88,3111,1.7159
demonstration,5.88,3112,1.2185
misty,5.88,3113,1.8779
sovereignty,5.88,3114,1.7516
scripture,5.88,3115,1.7336
sleigh,5.88,3116,1.8175
flex,5.87,3117,1.1575
2morrow,5.86,3118,1.3095
adopted,5.86,3119,1.6538
aim,5.86,3120,1.1068
amounts,5.86,3121,1.2124
applied,5.86,3122,1.2938
arrangement,5.86,3123,1.125
articles,5.86,3124,1.1782
balls,5.86,3125,1.2124
barbie,5.86,3126,1.6037
bear,5.86,3127,1.8518
boogie,5.86,3128,1.9379
bridge,5.86,3129,1.3999
brooks,5.86,3130,1.3704
brother-in-law,5.86,3131,1.5254
chrome,5.86,3132,1.4287
club,5.86,3133,1.6414
columbus,5.86,3134,1.325
connect,5.86,3135,1.4848
constitutional,5.86,3136,1.6037
contemporary,5.86,3137,1.0882
country's,5.86,3138,1.3704
credit,5.86,3139,1.6661
credits,5.86,3140,1.3403
curve,5.86,3141,1.4848
diverse,5.86,3142,1.5388
dj,5.86,3143,1.4984
effort,5.86,3144,1.6289
engineering,5.86,3145,1.4848
equipment,5.86,3146,0.9691
figures,5.86,3147,1.1782
freeway,5.86,3148,1.5388
front-page,5.86,3149,1.0882
frontier,5.86,3150,1.2779
hotter,5.86,3151,1.5388
household,5.86,3152,1.6538
integration,5.86,3153,1.7498
introduce,5.86,3154,0.9691
japan's,5.86,3155,1.1608
jennifer,5.86,3156,1.3999
keep,5.86,3157,1.0692
layout,5.86,3158,0.9037
lens,5.86,3159,1.4984
leo,5.86,3160,1.4848
located,5.86,3161,1.3554
metro,5.86,3162,1.5254
newman,5.86,3163,1.2124
nut,5.86,3164,1.4984
nuts,5.86,3165,1.6289
observations,5.86,3166,1.0692
obtain,5.86,3167,1.3403
pc,5.86,3168,1.4287
position,5.86,3169,1.125
potter,5.86,3170,1.7958
president,5.86,3171,2.1094
productions,5.86,3172,1.2291
property,5.86,3173,1.5651
pumping,5.86,3174,1.3704
revelation,5.86,3175,1.4848
road,5.86,3176,1.0882
sand,5.86,3177,1.578
seat,5.86,3178,1.05
services,5.86,3179,1.578
sound,5.86,3180,1.2779
survival,5.86,3181,1.5909
teens,5.86,3182,1.552
thursday,5.86,3183,1.1068
trained,5.86,3184,1.4984
variations,5.86,3185,1.1954
viewers,5.86,3186,1.2779
wrapped,5.86,3187,1.3095
attitudes,5.86,3188,1.307
autonomy,5.86,3189,1.5943
concentrated,5.86,3190,1.291
deeper,5.86,3191,1.3385
fifteen,5.86,3192,1.0206
fourteen,5.86,3193,1.3385
gum,5.86,3194,1.3844
liquid,5.86,3195,1.1726
organizational,5.86,3196,1.2583
output,5.86,3197,1.3844
phenomena,5.86,3198,1.6073
seal,5.86,3199,1.5138
concentration,5.85,3200,1.5573
props,5.85,3201,1.4141
construct,5.85,3202,1.5177
amount,5.84,3203,1.2993
angeles,5.84,3204,1.5566
appear,5.84,3205,0.8172
arena,5.84,3206,1.0174
banking,5.84,3207,1.6458
baseball,5.84,3208,1.7304
begun,5.84,3209,1.0373
being,5.84,3210,1.6081
benz,5.84,3211,1.8446
blogs,5.84,3212,1.7654
buck,5.84,3213,1.7769
canadian,5.84,3214,1.8556
checks,5.84,3215,1.5434
chicago,5.84,3216,1.5301
circles,5.84,3217,1.1843
classes,5.84,3218,1.3303
colorado,5.84,3219,1.1314
coming,5.84,3220,1.2014
conducting,5.84,3221,1.0174
crossword,5.84,3222,1.5566
curry,5.84,3223,1.8223
decide,5.84,3224,1.2513
descriptions,5.84,3225,1.1493
desktop,5.84,3226,1.5032
element,5.84,3227,1.0373
enter,5.84,3228,1.2835
escaped,5.84,3229,1.9416
ethnic,5.84,3230,1.3303
experimental,5.84,3231,1.4479
feelings,5.84,3232,1.7186
germans,5.84,3233,1.7998
gets,5.84,3234,1.2993
grain,5.84,3235,1.2675
grammar,5.84,3236,1.4337
gravity,5.84,3237,1.5826
hear,5.84,3238,1.2014
her,5.84,3239,1.0759
history,5.84,3240,1.5032
individuals,5.84,3241,0.9971
landed,5.84,3242,1.0373
lands,5.84,3243,1.3303
lays,5.84,3244,1.5032
maryland,5.84,3245,1.6704
matrix,5.84,3246,1.4194
mexico,5.84,3247,1.7186
nationwide,5.84,3248,1.2513
ooh,5.84,3249,1.8223
oral,5.84,3250,1.8223
patents,5.84,3251,1.0568
poster,5.84,3252,1.1314
producing,5.84,3253,1.3303
programming,5.84,3254,1.5167
prophet,5.84,3255,1.9205
provisions,5.84,3256,1.5566
puff,5.84,3257,1.4758
quartet,5.84,3258,1.2182
realize,5.84,3259,1.0759
really,5.84,3260,1.4896
responses,5.84,3261,1.1493
sample,5.84,3262,0.9337
shoe,5.84,3263,1.4479
showing,5.84,3264,0.8418
ski,5.84,3265,1.3303
stages,5.84,3266,1.5434
stored,5.84,3267,1.0947
suggestion,5.84,3268,1.3149
tall,5.84,3269,1.3607
telephone,5.84,3270,1.9098
theoretical,5.84,3271,1.1132
uk,5.84,3272,1.5696
urban,5.84,3273,1.5566
watching,5.84,3274,1.2182
web,5.84,3275,1.7422
absorption,5.84,3276,1.3593
constructed,5.84,3277,1.4046
dimensions,5.84,3278,1.2966
examples,5.84,3279,1.4627
interpretation,5.84,3280,1.1963
programme,5.84,3281,1.4046
relating,5.84,3282,1.3126
shades,5.84,3283,1.4046
subtle,5.84,3284,1.4484
instruction,5.83,3285,1.2604
rotation,5.83,3286,1.3101
wagon,5.83,3287,1.324
10pm,5.82,3288,1.2237
7-9pm,5.82,3289,1.4384
apply,5.82,3290,0.8003
arising,5.82,3291,1.3952
bar,5.82,3292,1.8035
becoming,5.82,3293,0.919
blogging,5.82,3294,1.4803
closer,5.82,3295,1.1008
come,5.82,3296,1.0039
communications,5.82,3297,1.3354
connection,5.82,3298,1.1192
consistent,5.82,3299,1.6744
cow,5.82,3300,1.4665
detail,5.82,3301,1.1373
diplomatic,5.82,3302,1.6374
east,5.82,3303,1.2887
eatin,5.82,3304,1.5739
emphasized,5.82,3305,1.4384
endowment,5.82,3306,1.5077
entered,5.82,3307,1.024
expressed,5.82,3308,1.3506
fig,5.82,3309,1.4665
have,5.82,3310,0.8497
hearing,5.82,3311,1.4803
homey,5.82,3312,2.0572
hundred,5.82,3313,1.3354
investment,5.82,3314,1.8148
involved,5.82,3315,1.3354
irish,5.82,3316,1.5868
jean,5.82,3317,1.5739
key,5.82,3318,1.0631
landing,5.82,3319,1.2403
lived,5.82,3320,1.5996
maine,5.82,3321,1.4941
maker,5.82,3322,1.0437
many,5.82,3323,1.4384
met,5.82,3324,0.919
montreal,5.82,3325,1.2567
nashville,5.82,3326,1.32
opinion,5.82,3327,1.3354
owl,5.82,3328,1.8592
pair,5.82,3329,1.1899
path,5.82,3330,1.1551
peoples,5.82,3331,1.3656
philosophers,5.82,3332,1.746
publisher,5.82,3333,1.0821
quickly,5.82,3334,1.4525
realised,5.82,3335,1.3805
regarded,5.82,3336,1.1726
royal,5.82,3337,1.6374
sane,5.82,3338,1.6123
sister-in-law,5.82,3339,1.5739
southwest,5.82,3340,1.5868
spanish,5.82,3341,1.2567
sum,5.82,3342,1.1373
talks,5.82,3343,1.207
teen-agers,5.82,3344,1.7225
tennessee,5.82,3345,1.2728
toronto,5.82,3346,1.7577
upper,5.82,3347,0.919
woot,5.82,3348,1.5996
workin,5.82,3349,1.6866
diversity,5.82,3350,1.7401
ideology,5.82,3351,1.4387
mist,5.82,3352,1.5768
movements,5.82,3353,1.0738
outline,5.82,3354,1.2694
continually,5.81,3355,1.0848
obtaining,5.81,3356,1.3616
6pm,5.8,3357,1.2454
accordingly,5.8,3358,1.2778
acquisition,5.8,3359,1.5253
addressed,5.8,3360,1.2122
analysis,5.8,3361,1.4286
appearance,5.8,3362,1.4846
attention,5.8,3363,1.4846
attitude,5.8,3364,1.5908
bean,5.8,3365,1.3553
becomes,5.8,3366,0.9476
belong,5.8,3367,1.7023
brings,5.8,3368,1.1066
caffeine,5.8,3369,2.1571
changing,5.8,3370,1.4428
climate,5.8,3371,1.4286
commonly,5.8,3372,1.3851
courses,5.8,3373,1.3702
crib,5.8,3374,1.5119
definition,5.8,3375,1.178
determine,5.8,3376,1.3401
director,5.8,3377,1.4846
double,5.8,3378,1.3702
dude,5.8,3379,1.7023
entre,5.8,3380,1.5119
establishing,5.8,3381,1.3997
extended,5.8,3382,1.2289
finding,5.8,3383,1.2122
god's,5.8,3384,2.2497
gradually,5.8,3385,1.2122
group's,5.8,3386,1.1952
grove,5.8,3387,1.069
hai,5.8,3388,1.4983
headed,5.8,3389,0.8571
ice,5.8,3390,1.4846
interior,5.8,3391,0.8806
kentucky,5.8,3392,1.2778
known,5.8,3393,1.3851
league,5.8,3394,1.1606
liberal,5.8,3395,2.1665
lmao,5.8,3396,1.8952
master's,5.8,3397,1.4846
men's,5.8,3398,1.3702
mix,5.8,3399,0.9258
model,5.8,3400,1.088
mostly,5.8,3401,1.1606
mouth,5.8,3402,1.1952
networks,5.8,3403,1.3702
northeast,5.8,3404,1.5119
outside,5.8,3405,1.6782
paper,5.8,3406,1.1952
pardon,5.8,3407,1.6288
perceive,5.8,3408,1.2778
pilots,5.8,3409,1.4286
podcast,5.8,3410,1.3401
practice,5.8,3411,1.3401
psychology,5.8,3412,1.3401
pumped,5.8,3413,1.5908
rapid,5.8,3414,1.2936
reconstruction,5.8,3415,1.6036
rehearsal,5.8,3416,1.2778
responsible,5.8,3417,1.6537
roads,5.8,3418,1.1066
root,5.8,3419,1.2617
rubber,5.8,3420,1.3553
sales,5.8,3421,1.1066
sending,5.8,3422,0.9258
shaped,5.8,3423,1.2122
simultaneously,5.8,3424,1.2617
spoke,5.8,3425,0.9035
stock,5.8,3426,1.1066
tended,5.8,3427,1.1429
vivo,5.8,3428,1.4983
vote,5.8,3429,1.5779
wind,5.8,3430,1.6036
write,5.8,3431,1.4708
yellow,5.8,3432,1.4569
seated,5.8,3433,1.2204
behaviour,5.8,3434,1.4139
description,5.8,3435,1.1361
dimension,5.8,3436,1.258
gender,5.8,3437,1.2413
impulse,5.8,3438,1.2244
involve,5.8,3439,1.3382
maintaining,5.8,3440,1.4997
manufacture,5.8,3441,1.4286
occupation,5.8,3442,1.5809
provinces,5.8,3443,1.3382
quantity,5.8,3444,1.3226
sentiment,5.8,3445,1.9037
natives,5.79,3446,1.458
thirty,5.79,3447,1.1662
arch,5.79,3448,1.3114
actions,5.78,3449,0.8873
added,5.78,3450,1.2982
additional,5.78,3451,1.2501
admission,5.78,3452,1.0359
ahhhh,5.78,3453,1.8438
ambassador,5.78,3454,1.5687
amber,5.78,3455,1.5022
anna,5.78,3456,1.2664
annie,5.78,3457,1.4886
attributes,5.78,3458,1.016
auction,5.78,3459,1.5425
aware,5.78,3460,1.4748
backup,5.78,3461,1.3746
britain,5.78,3462,1.8767
carefully,5.78,3463,1.5292
century,5.78,3464,1.4609
challenge,5.78,3465,1.7177
characters,5.78,3466,1.4039
colleague,5.78,3467,1.3746
containing,5.78,3468,0.9957
contest,5.78,3469,1.4039
convince,5.78,3470,1.1301
downtown,5.78,3471,1.5158
drives,5.78,3472,1.4039
ebay,5.78,3473,1.7761
egyptian,5.78,3474,1.5556
entering,5.78,3475,1.016
featuring,5.78,3476,1.0359
fed,5.78,3477,1.4886
fibers,5.78,3478,1.2824
fitted,5.78,3479,1.3893
flows,5.78,3480,1.3596
founding,5.78,3481,1.4609
frequent,5.78,3482,1.1119
having,5.78,3483,1.016
hd,5.78,3484,1.2982
hosted,5.78,3485,1.3293
hottest,5.78,3486,2.188
intervals,5.78,3487,1.2982
inventory,5.78,3488,1.4609
lift,5.78,3489,1.0359
link,5.78,3490,1.1119
lot,5.78,3491,1.3746
march,5.78,3492,1.2824
mare,5.78,3493,1.3596
morality,5.78,3494,1.799
newton,5.78,3495,1.016
optical,5.78,3496,1.1301
passages,5.78,3497,1.2337
plasma,5.78,3498,1.5556
plates,5.78,3499,1.3293
poker,5.78,3500,1.6073
pops,5.78,3501,1.7058
possibly,5.78,3502,1.2002
realized,5.78,3503,1.4609
record,5.78,3504,1.4039
resident,5.78,3505,1.0934
respond,5.78,3506,1.0554
rural,5.78,3507,1.6573
shuttle,5.78,3508,0.9322
society,5.78,3509,1.4184
texts,5.78,3510,1.4039
total,5.78,3511,0.9538
trying,5.78,3512,1.1657
uploaded,5.78,3513,1.1301
various,5.78,3514,0.864
volume,5.78,3515,1.5022
wheel,5.78,3516,0.9322
woo,5.78,3517,1.5425
workers,5.78,3518,1.183
workout,5.78,3519,2.0829
yess,5.78,3520,1.799
sober,5.78,3521,1.9772
components,5.78,3522,1.3733
defined,5.78,3523,1.2122
flashing,5.78,3524,1.6491
momento,5.78,3525,1.6491
movin,5.78,3526,1.2791
rollin,5.78,3527,1.4033
rover,5.78,3528,1.5037
vessel,5.78,3529,1.2461
printing,5.77,3530,1.3565
spatial,5.77,3531,1.1713
corresponding,5.77,3532,1.1075
accord,5.76,3533,1.2382
afterwards,5.76,3534,1.135
apparatus,5.76,3535,1.2382
approaching,5.76,3536,1.2216
boston,5.76,3537,1.4923
brands,5.76,3538,1.0984
characteristic,5.76,3539,1.1168
city,5.76,3540,1.546
coach,5.76,3541,1.2382
commission,5.76,3542,1.6483
continue,5.76,3543,1.0214
continuing,5.76,3544,1.2216
days,5.76,3545,1.2382
deeply,5.76,3546,1.598
describes,5.76,3547,1.0797
diana,5.76,3548,1.3933
discussing,5.76,3549,1.7209
do,5.76,3550,1.0606
eastern,5.76,3551,1.4223
emotion,5.76,3552,1.546
ensemble,5.76,3553,1.2216
episode,5.76,3554,1.3024
essentially,5.76,3555,0.9596
everywhere,5.76,3556,0.9381
experiment,5.76,3557,1.2707
facilities,5.76,3558,1.4507
functions,5.76,3559,1.2382
ginger,5.76,3560,1.7677
glass,5.76,3561,1.2216
greece,5.76,3562,1.6107
historical,5.76,3563,2.056
horny,5.76,3564,2.0159
install,5.76,3565,1.4365
jessica,5.76,3566,1.4923
just,5.76,3567,1.6233
lamp,5.76,3568,0.9806
lincoln,5.76,3569,1.3933
magnitude,5.76,3570,1.4223
maintain,5.76,3571,1.0412
major,5.76,3572,1.4223
makers,5.76,3573,1.0012
makeup,5.76,3574,1.7677
manor,5.76,3575,1.3786
manual,5.76,3576,1.3637
mechanisms,5.76,3577,1.1168
michelle,5.76,3578,1.4223
motion,5.76,3579,1.4078
outfit,5.76,3580,1.6107
oxford,5.76,3581,1.3637
payments,5.76,3582,2.1434
permitted,5.76,3583,1.6358
preparing,5.76,3584,1.4078
preview,5.76,3585,1.0214
privately,5.76,3586,1.546
probability,5.76,3587,1.2545
producers,5.76,3588,1.2048
products,5.76,3589,0.7709
ps3,5.76,3590,1.3024
publication,5.76,3591,1.2867
race,5.76,3592,1.4365
rachel,5.76,3593,1.5194
referring,5.76,3594,1.1704
remix,5.76,3595,1.4647
representing,5.76,3596,1.0984
republic,5.76,3597,1.5851
sees,5.76,3598,1.4078
selling,5.76,3599,1.5851
slide,5.76,3600,1.2216
species,5.76,3601,0.9806
staying,5.76,3602,1.3486
supplied,5.76,3603,1.318
supply,5.76,3604,1.0214
things,5.76,3605,0.9381
tokyo,5.76,3606,1.5328
viewing,5.76,3607,1.4223
vital,5.76,3608,1.5592
voice,5.76,3609,1.0606
wednesdays,5.76,3610,1.0797
whisper,5.76,3611,1.598
workshop,5.76,3612,1.2382
chiefly,5.76,3613,1.2505
dimensional,5.76,3614,1.2167
handed,5.76,3615,1.3774
interval,5.76,3616,1.3924
ladder,5.76,3617,1.2505
oooooh,5.76,3618,1.5483
perception,5.76,3619,1.2505
pupils,5.76,3620,1.4935
shield,5.76,3621,1.3312
thoroughly,5.76,3622,1.4366
considerably,5.75,3623,1.0818
manuscript,5.75,3624,1.2965
symbolic,5.74,3625,1.3588
7pm,5.74,3626,1.3674
awake,5.74,3627,1.4682
booty,5.74,3628,1.9463
cadillac,5.74,3629,1.8715
call,5.74,3630,1.4401
calling,5.74,3631,1.2586
catch,5.74,3632,1.3822
challenges,5.74,3633,1.4957
chelsea,5.74,3634,1.1395
chile,5.74,3635,1.3524
concentrate,5.74,3636,1.5884
deep,5.74,3637,1.3969
details,5.74,3638,1.2257
diplomacy,5.74,3639,1.7001
dragon,5.74,3640,1.8495
employee,5.74,3641,1.192
endorsed,5.74,3642,1.4115
entry,5.74,3643,1.0844
estates,5.74,3644,1.4115
everyday,5.74,3645,1.3372
expected,5.74,3646,1.1214
forth,5.74,3647,1.2423
fundamental,5.74,3648,0.9649
gf,5.74,3649,1.3063
given,5.74,3650,1.4401
i'm,5.74,3651,1.5754
inclined,5.74,3652,1.3219
kept,5.74,3653,1.1031
kinds,5.74,3654,1.0461
lace,5.74,3655,1.6759
mac,5.74,3656,1.3524
manage,5.74,3657,1.192
much,5.74,3658,1.3219
name,5.74,3659,1.1747
newsstands,5.74,3660,1.2586
ninja,5.74,3661,1.6389
nite,5.74,3662,1.4115
observed,5.74,3663,1.0264
orientation,5.74,3664,1.3063
owners,5.74,3665,1.3063
powder,5.74,3666,1.2586
presented,5.74,3667,0.9858
princeton,5.74,3668,1.5884
project,5.74,3669,1.6011
prove,5.74,3670,1.0461
quarters,5.74,3671,1.209
reach,5.74,3672,1.3969
responded,5.74,3673,1.2906
rio,5.74,3674,1.3372
screen,5.74,3675,1.2586
serves,5.74,3676,1.6513
settled,5.74,3677,1.5493
showed,5.74,3678,1.0063
situated,5.74,3679,1.0654
spare,5.74,3680,1.5093
spokeswoman,5.74,3681,1.192
suitcase,5.74,3682,1.3219
suits,5.74,3683,1.0063
swag,5.74,3684,1.192
team's,5.74,3685,1.1395
thin,5.74,3686,1.3822
time,5.74,3687,1.209
todays,5.74,3688,1.4401
training,5.74,3689,1.3969
transactions,5.74,3690,0.9216
treasury,5.74,3691,1.7239
walkin,5.74,3692,1.4115
warrior,5.74,3693,2.1458
wash,5.74,3694,1.192
wives,5.74,3695,1.9463
cave,5.73,3696,1.5913
involves,5.73,3697,1.0363
mechanical,5.73,3698,1.4829
sphere,5.73,3699,1.0758
structural,5.73,3700,1.2379
identification,5.73,3701,1.1803
shell,5.73,3702,1.3643
nod,5.72,3703,1.1924
pose,5.72,3704,1.1924
3g,5.72,3705,1.1436
9pm,5.72,3706,0.9697
adding,5.72,3707,1.2623
affiliation,5.72,3708,1.3856
alexander,5.72,3709,1.2784
apt,5.72,3710,1.1787
argentina,5.72,3711,1.8848
blend,5.72,3712,1.2943
canal,5.72,3713,1.2623
card,5.72,3714,1.1256
channels,5.72,3715,1.2784
click,5.72,3716,1.0309
detailed,5.72,3717,1.4988
distinguishable,5.72,3718,1.1613
dvr,5.72,3719,1.3708
ears,5.72,3720,1.2461
euro,5.72,3721,1.7148
expanding,5.72,3722,1.3254
funky,5.72,3723,1.6787
goldman,5.72,3724,1.4003
happening,5.72,3725,1.011
hypothesis,5.72,3726,1.5391
implementation,5.72,3727,1.2784
import,5.72,3728,1.3407
individual,5.72,3729,1.3708
jewish,5.72,3730,1.0506
kathryn,5.72,3731,1.0887
knowin,5.72,3732,1.3099
marine,5.72,3733,1.6542
midtown,5.72,3734,1.4148
missouri,5.72,3735,1.7148
modification,5.72,3736,1.4714
move,5.72,3737,1.3559
near,5.72,3738,1.6041
passenger,5.72,3739,1.0698
passengers,5.72,3740,1.0506
pen,5.72,3741,1.0887
persuade,5.72,3742,1.1613
philadelphia,5.72,3743,1.3099
plate,5.72,3744,1.0698
publications,5.72,3745,1.6293
quietly,5.72,3746,1.4003
races,5.72,3747,1.3099
rank,5.72,3748,1.4003
registered,5.72,3749,1.1436
responsibility,5.72,3750,1.6542
roles,5.72,3751,1.4003
satellite,5.72,3752,1.3559
script,5.72,3753,1.7384
seek,5.72,3754,1.1613
signed,5.72,3755,1.0887
source,5.72,3756,1.2129
spectrum,5.72,3757,1.4574
stage,5.72,3758,1.4434
surrounds,5.72,3759,1.3856
taxi,5.72,3760,1.2623
three,5.72,3761,1.1073
towards,5.72,3762,1.0309
translation,5.72,3763,1.4003
ultimately,5.72,3764,1.3708
update,5.72,3765,1.4852
uses,5.72,3766,1.1613
view,5.72,3767,1.1256
waking,5.72,3768,1.4574
whiskey,5.72,3769,2.6422
winds,5.72,3770,1.6665
with,5.72,3771,1.1787
wrap,5.72,3772,1.1787
contains,5.71,3773,1.2076
employer,5.71,3774,1.72
fifty,5.71,3775,1.4142
immense,5.71,3776,1.6457
opinions,5.71,3777,1.5411
temperatures,5.71,3778,1.5138
fella,5.71,3779,1.7377
flippin,5.71,3780,1.5431
hears,5.71,3781,1.3832
scope,5.71,3782,1.4136
soil,5.71,3783,1.6497
timber,5.71,3784,1.5012
objective,5.7,3785,1.4282
willow,5.7,3786,1.8756
1960's,5.7,3787,1.3887
5pm,5.7,3788,1.1473
accumulation,5.7,3789,1.5017
android,5.7,3790,1.4463
appointed,5.7,3791,1.4178
approximately,5.7,3792,1.1824
arrangements,5.7,3793,1.233
atm,5.7,3794,1.7642
attribute,5.7,3795,1.2657
banner,5.7,3796,1.0351
become,5.7,3797,0.9313
biggie,5.7,3798,1.4033
bunch,5.7,3799,1.3439
churches,5.7,3800,2.4599
contain,5.7,3801,1.1824
data,5.7,3802,1.0738
demonstrated,5.7,3803,1.1473
developer,5.7,3804,1.4321
disc,5.7,3805,1.3132
discussion,5.7,3806,1.0351
dozens,5.7,3807,1.2817
driver,5.7,3808,0.8864
earliest,5.7,3809,1.5419
